ID,Gender,Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
3892,M,65,40,63,94701,3,0.5,2,0,0,0,0,1,0
3893,M,59,33,102,91763,2,1.4,1,0,0,0,0,1,0
3894,F,30,5,40,92521,4,1.7,2,0,0,0,0,1,0
3895,F,32,6,44,92886,1,0.3,1,81,0,0,0,1,1
3896,F ,36,12,59,94104,3,2,1,216,0,0,0,0,0
3897,M,48,24,224,93940,2,6.67,1,0,0,0,1,1,1
3898,M,56,31,64,90245,2,2.3,3,0,0,0,0,0,0
3899,M,44,20,129,96001,2,3.3,1,0,0,0,0,1,0
3900,F,60,34,43,92697,1,1.4,1,0,0,0,0,1,1
3901,F,51,27,12,92834,3,0.4,1,0,0,1,1,1,1
3902,F ,34,10,53,94107,3,2.6,2,0,0,0,0,1,0
3903,M,45,21,39,93305,2,2.1,3,0,0,0,0,0,1
3904,M,47,23,65,93943,1,0,1,0,0,0,0,0,0
3905,M,29,5,18,94122,1,0.4,3,94,0,0,0,1,1
3906,F,52,28,55,94596,1,1.6,3,0,0,0,0,0,0
3907,F,61,35,60,90245,1,2.5,3,0,0,0,0,1,0
3908,F ,40,14,42,91330,2,0.3,1,187,0,0,0,1,0
3909,M,24,0,44,90638,3,0.1,2,0,0,0,0,0,0
3910,M,33,7,111,90245,2,1.3,1,0,0,0,0,1,0
3911,M,33,8,62,94596,1,1,1,0,0,0,0,1,0
3912,F,52,26,44,94025,2,0.8,3,148,0,0,0,0,1
3913,F,40,14,69,95348,1,1.5,3,0,0,0,0,0,0
3914,F ,45,20,62,92064,3,0.8,3,172,0,0,0,1,0
3915,M,27,3,35,94080,1,1.8,2,0,0,0,0,0,0
3916,M,38,13,91,92037,1,2.8,1,0,0,0,0,1,1
3917,M,50,26,12,92121,1,0.2,1,96,0,0,0,0,0
3918,F,41,15,89,94608,3,0.1,1,292,0,0,0,1,0
3919,F,60,34,65,90024,4,1.7,2,0,0,1,0,1,0
3920,F ,64,34,179,90024,2,4.5,3,400,1,0,0,0,0
3921,M,34,8,82,93106,2,1.5,3,0,0,1,1,1,1
3922,M,30,6,48,95812,1,1.2,1,0,0,0,0,1,0
3923,M,31,4,20,95616,4,1.5,2,0,0,0,0,1,0
3924,F,41,15,91,90502,1,2.8,3,330,0,1,0,1,0
3925,F,61,37,122,94609,2,6,1,0,0,0,0,1,0
3926,F ,42,18,22,90717,1,1.4,3,0,0,0,0,1,0
3927,M,48,23,43,94301,2,1.3,1,0,0,0,0,1,0
3928,M,59,34,38,90291,4,1.7,1,0,0,0,0,0,1
3929,M,57,33,61,92115,3,2.67,1,0,0,0,0,1,0
3930,F,37,13,33,91773,4,0.4,2,0,0,0,0,0,0
3931,F,53,27,145,95605,1,2.9,1,345,0,0,0,0,0
3932,F ,53,27,170,95003,1,1,1,0,0,0,0,1,0
3933,M,26,2,55,94305,3,0.7,2,0,0,0,0,1,0
3934,M,39,14,40,91302,1,2.5,3,0,0,0,0,1,0
3935,M,35,11,68,94923,2,0,1,126,0,0,0,0,1
3936,F,59,33,53,90034,3,2.5,1,0,0,0,0,1,0
3937,F,43,18,63,95616,3,0.8,3,0,0,1,0,0,0
3938,F ,39,15,123,91604,2,2.2,1,92,0,0,0,0,1
3939,M,49,24,13,95929,2,0,1,0,0,0,0,1,0
3940,M,47,23,12,92110,4,0.2,1,102,0,0,0,0,1
3941,M,41,17,53,93727,2,2.5,1,102,0,0,0,1,0
3942,F,57,33,79,94588,1,2.7,2,294,0,0,0,1,1
3943,F,42,17,89,90095,1,0.1,2,170,0,0,0,1,0
3944,F ,61,36,188,91360,1,9.3,2,0,1,0,0,0,0
3945,M,56,26,62,91320,3,1.4,3,0,0,0,0,1,0
3946,M,29,3,123,92821,3,5.6,3,428,1,0,0,1,0
3947,M,25,-1,40,93117,3,2.4,2,0,0,0,0,1,0
3948,F,32,8,119,94710,4,5,3,0,1,0,0,1,0
3949,F,37,12,123,94304,4,3.1,2,253,1,0,1,1,1
3950,F ,31,5,23,93407,1,0.4,2,0,0,0,0,1,1
3951,M,38,14,62,94143,1,1.5,3,255,0,0,0,1,0
3952,M,40,14,69,92870,3,2.1,1,106,0,0,0,1,0
3953,M,61,36,124,94611,2,3.9,1,0,0,1,0,0,1
3954,F,50,26,52,93555,4,0.1,3,0,0,0,0,0,0
3955,F,32,7,134,93108,2,3.1,1,0,0,0,0,0,0
3956,F ,62,36,58,94501,1,0.8,2,0,0,0,0,0,0
3957,M,62,37,45,90033,3,0.5,2,200,0,0,0,1,1
3958,M,40,15,75,95449,4,1.1,2,0,0,0,0,1,0
3959,M,59,34,23,90009,4,0.4,2,78,0,0,0,0,0
3960,F,43,19,123,91107,3,1.3,1,0,1,0,0,1,0
3961,F,62,37,48,92028,3,2.2,1,0,0,0,0,0,0
3962,F ,48,22,145,95482,1,0.3,1,140,0,0,0,1,0
3963,M,29,5,31,93014,1,1,3,0,0,0,0,0,0
3964,M,58,32,38,93106,3,2.2,3,0,0,0,0,1,0
3965,M,43,18,78,94025,4,1.9,3,0,0,0,0,0,0
3966,F,39,15,94,91941,2,1.9,1,0,0,0,0,1,0
3967,F,33,7,84,95051,1,2.9,3,0,0,0,0,1,0
3968,F ,40,15,22,94306,1,0.6,3,0,0,0,0,1,0
3969,M,28,3,78,93108,4,0.2,1,0,0,0,0,1,1
3970,M,38,11,75,94305,3,2.33,2,0,0,0,0,1,0
3971,M,65,40,71,95060,3,2.2,1,0,0,0,0,0,1
3972,F,35,11,24,95616,1,0.5,3,0,0,0,0,1,1
3973,F,29,5,112,94998,2,4.33,1,0,0,0,0,1,1
3974,F ,61,35,53,90064,1,2.8,2,167,0,0,0,1,0
3975,M,46,21,41,94305,1,0.5,3,0,0,0,0,0,0
3976,M,50,23,25,91330,1,0.5,2,0,0,0,0,1,0
3977,M,60,33,42,90277,4,2.5,2,194,0,0,0,1,0
3978,F,54,27,51,94309,3,1,2,113,0,1,1,1,1
3979,F,43,18,19,92325,2,0.3,2,0,0,0,0,1,0
3980,F ,38,14,90,93010,2,0,1,258,0,1,1,1,1
3981,M,46,22,89,92866,4,1.4,2,0,0,0,0,1,0
3982,M,64,39,22,92691,3,0.5,1,0,0,1,1,1,1
3983,M,24,0,119,94566,1,1.5,1,0,0,0,0,1,0
3984,F,39,13,93,93555,4,3.6,3,0,1,0,0,1,0
3985,F,34,8,18,95741,4,0.3,1,0,0,0,0,0,0
3986,F ,65,40,32,90095,1,1.1,3,120,0,0,0,1,0
3987,M,38,14,182,92152,3,2.6,3,0,1,0,1,1,1
3988,M,62,36,19,95833,2,0.2,3,0,0,0,0,1,1
3989,M,59,35,85,91330,1,3.4,3,0,1,0,1,0,1
3990,F,49,25,90,92709,4,1.4,2,0,0,1,0,1,0
3991,F,57,32,59,95014,2,3.7,1,134,0,0,0,1,0
3992,F ,64,38,84,94571,1,2,1,0,0,0,0,0,0
3993,M,47,22,95,93311,2,3.9,2,0,1,0,0,0,0
3994,M,30,6,13,93555,3,0.9,3,0,0,0,0,1,0
3995,M,42,18,88,92675,4,0.8,1,0,0,0,0,1,1
3996,F,53,28,34,92697,2,0.6,3,0,0,0,0,1,1
3997,F,50,24,11,94501,4,0.6,3,0,0,0,0,0,1
3998,F ,62,38,80,94545,4,1.7,2,0,0,0,0,0,0
3999,M,34,10,41,94102,1,1.33,1,0,0,0,0,0,1
4000,M,47,21,90,90245,2,0.8,3,0,0,0,0,0,0
4001,M,62,37,93,93003,3,3,3,0,1,0,1,1,1
4002,F,61,35,81,94709,4,1.9,2,0,0,0,0,0,0
4003,F,59,34,60,94015,2,2.8,1,0,0,0,0,1,0
4004,F ,47,21,39,92612,3,0.6,2,0,0,0,0,1,1
4005,M,65,39,22,92507,3,0.7,2,0,0,0,0,0,0
4006,M,56,32,32,95827,2,0.8,1,79,0,1,0,1,0
4007,M,56,32,28,92130,1,1.2,3,0,0,0,0,1,0
4008,F,31,7,35,91745,2,1,2,0,0,0,0,0,1
4009,F,61,31,154,94555,3,7.5,3,351,1,0,1,1,1
4010,F ,42,18,189,91605,2,7.6,1,0,0,0,0,1,0
4011,M,44,19,40,94618,4,1.9,3,84,0,0,0,0,0
4012,M,47,21,88,94304,2,1.7,2,0,0,0,0,1,0
4013,M,30,6,124,91320,2,0.6,1,0,0,0,0,1,0
4014,F,62,38,23,91304,2,0.3,3,0,0,0,0,0,0
4015,F,56,32,23,94720,4,0.7,1,0,0,0,0,1,1
4016,F ,25,-1,139,93106,2,2,1,0,0,0,0,0,1
4017,M,53,28,173,91614,4,2.7,1,427,1,0,0,1,0
4018,M,26,0,42,92009,4,1.3,3,153,0,0,0,1,0
4019,M,59,35,161,94301,1,2.9,1,160,0,0,0,0,1
4020,F,62,36,28,95020,3,0.7,2,0,0,0,0,1,0
4021,F,58,32,191,93943,4,5.2,3,194,1,0,0,0,1
4022,F ,40,14,42,90638,2,0.3,1,106,0,0,0,0,1
4023,M,35,5,81,94234,4,4,3,0,0,0,0,1,0
4024,M,51,25,175,90089,3,0.7,1,312,1,0,0,0,0
4025,M,41,15,82,94720,3,0.1,1,0,0,0,0,1,0
4026,F,51,27,53,94114,1,1.8,3,0,0,0,0,0,1
4027,F,27,1,142,92038,3,5.5,1,0,1,0,0,0,0
4028,F ,46,21,42,93727,4,1.9,3,0,0,0,0,1,0
4029,M,46,20,64,94117,4,2.9,1,189,0,0,0,0,0
4030,M,31,5,90,94301,2,1.3,1,0,0,1,0,1,0
4031,M,58,32,44,92354,1,0.8,2,0,0,0,0,0,0
4032,F,42,18,29,91320,1,0.3,3,0,0,0,0,1,0
4033,F,59,35,93,94301,2,1.6,1,0,0,0,0,0,1
4034,F ,54,24,69,93117,3,1.4,3,132,0,0,0,1,0
4035,M,35,11,82,94022,2,1.7,2,0,0,0,0,1,1
4036,M,34,9,180,93955,2,6.5,3,0,1,0,1,1,0
4037,M,46,21,13,93117,2,0.7,3,0,0,0,0,1,0
4038,F,52,28,72,91335,1,0,1,178,0,0,0,0,0
4039,F,55,30,54,91367,3,1.7,1,0,0,0,0,1,0
4040,F ,34,9,104,92152,1,4.6,1,0,0,0,0,1,1
4041,M,57,32,44,90266,2,1.9,2,157,0,0,0,0,0
4042,M,45,19,40,95060,1,0.2,1,0,0,1,1,1,1
4043,M,29,3,190,92612,2,4.5,1,246,0,0,0,1,1
4044,F,49,23,64,94588,4,2.6,1,0,0,0,0,1,1
4045,F,36,11,9,90266,2,0.3,2,99,0,1,0,0,0
4046,F ,57,31,38,94720,4,0.7,2,0,0,0,0,1,0
4047,M,25,0,72,94303,3,2.6,3,0,0,0,0,1,0
4048,M,43,17,82,94114,1,5.2,1,79,0,0,0,1,0
4049,M,27,2,48,90049,2,1.6,3,119,0,1,0,1,0
4050,F,54,28,82,94122,4,2.6,3,294,0,0,0,0,0
4051,F,53,26,14,94590,2,1,2,83,0,0,0,0,0
4052,F ,55,29,162,93105,1,2.9,1,0,0,0,0,1,1
4053,M,43,19,54,94608,2,1.7,1,0,0,0,0,1,0
4054,M,35,11,90,94720,2,0,1,0,0,0,0,0,0
4055,M,59,34,64,94116,4,1.7,1,0,0,0,0,0,0
4056,F,42,18,65,93460,3,2.1,3,0,0,0,0,1,1
4057,F,51,25,113,91320,2,6.3,1,0,0,0,0,0,0
4058,F ,57,32,38,90740,2,2.1,3,0,0,0,0,0,0
4059,M,39,15,65,92037,1,1.5,3,0,0,0,0,0,0
4060,M,53,27,39,91330,4,1.5,3,0,0,0,0,1,0
4061,M,31,6,174,93023,2,6.7,1,0,0,0,0,1,1
4062,F,33,3,59,91040,2,1.75,3,0,0,0,0,1,0
4063,F,38,14,43,95053,2,1.7,1,0,0,0,0,1,0
4064,F ,47,21,24,94108,2,0.1,3,0,0,0,0,0,1
4065,M,63,39,50,94402,1,0,2,166,0,0,0,0,0
4066,M,44,19,68,94305,1,3.7,3,0,0,0,0,1,0
4067,M,61,37,61,94122,3,2,3,0,0,0,0,1,0
4068,F,52,28,21,94025,4,0.5,2,0,0,0,0,1,0
4069,F,59,34,21,95035,2,0.5,2,0,0,0,0,1,0
4070,F ,56,32,31,94596,4,1.3,1,0,0,0,0,0,0
4071,M,58,33,70,94720,4,0.7,1,0,0,1,0,0,0
4072,M,30,6,25,94304,3,1,2,135,0,0,0,0,1
4073,M,42,17,78,92521,1,1,3,0,0,0,0,1,0
4074,F,51,27,19,92120,1,0.2,1,0,0,0,0,0,0
4075,F,60,35,23,94608,1,0.3,3,0,0,0,0,1,0
4076,F ,30,4,40,90601,4,0.8,1,0,0,0,0,1,0
4077,M,49,23,22,92220,1,0.3,3,0,0,0,0,0,0
4078,M,26,0,71,92093,4,1.8,2,0,0,1,0,1,0
4079,M,36,12,58,91320,1,3.6,2,0,0,0,0,0,0
4080,F,65,40,75,90036,3,2.2,1,0,0,0,0,1,0
4081,F,27,0,40,90068,1,2,2,110,0,0,0,0,1
4082,F ,60,35,155,92521,1,1.5,3,0,1,0,0,0,1
4083,M,32,6,83,90036,4,2.2,2,0,0,0,0,0,0
4084,M,46,20,99,94302,3,1.1,1,0,0,0,0,0,0
4085,M,60,36,59,94124,1,0,2,0,0,1,0,0,0
4086,F,28,2,53,94609,3,2.4,2,0,0,0,0,1,0
4087,F,50,26,11,93106,4,0.2,1,0,0,1,0,0,0
4088,F ,52,28,179,94583,4,4.2,3,0,1,0,0,0,0
4089,M,29,-1,71,94801,2,1.75,3,0,0,0,0,0,0
4090,M,30,4,85,94234,4,2.1,3,0,0,0,0,1,0
4091,M,42,18,49,92717,3,2.1,3,0,0,1,0,1,0
4092,F,32,6,122,94025,2,1.3,1,0,0,0,0,1,1
4093,F,40,15,171,94539,2,3.3,1,0,0,0,0,1,0
4094,F ,49,24,138,93111,2,2.2,2,0,1,0,0,1,0
4095,M,53,23,8,95616,4,0.4,3,0,0,1,0,1,0
4096,M,42,17,59,94105,4,0.4,1,0,0,0,0,1,0
4097,M,38,14,49,90740,3,2.8,1,0,0,0,0,0,0
4098,F,60,34,92,95670,2,2,1,0,0,0,0,0,0
4099,F,27,3,75,90032,4,0,1,0,0,0,0,0,0
4100,F ,61,35,60,92831,1,2.8,2,0,0,0,0,1,1
4101,M,27,2,41,90254,2,1.7,2,0,0,0,0,1,0
4102,M,45,21,40,93460,3,0.6,2,0,0,0,0,1,1
4103,M,41,16,81,94305,2,0.4,1,146,0,0,0,1,1
4104,F,44,20,52,94143,1,0.8,3,196,0,0,0,0,1
4105,F,38,14,25,95616,4,1,1,0,0,0,0,0,0
4106,F ,39,15,139,91801,1,3.4,1,353,0,0,0,1,0
4107,M,48,22,54,93106,1,1.2,2,0,0,0,0,0,0
4108,M,47,22,81,94123,1,2.9,1,0,0,0,0,0,1
4109,M,64,39,73,94025,3,2.2,1,0,0,1,0,0,1
4110,F,27,0,30,93107,4,1,3,0,0,0,0,1,1
4111,F,66,41,59,95617,3,2.4,1,0,0,0,0,0,0
4112,F ,43,17,21,95351,3,1.5,1,0,0,0,0,0,0
4113,M,34,9,65,95014,3,0.7,2,104,0,0,0,1,0
4114,M,28,2,41,93118,3,1.1,2,161,0,0,0,1,0
4115,M,52,28,52,92126,4,0.1,3,121,0,0,0,0,0
4116,F,45,20,84,94131,4,1.1,2,180,0,0,0,1,0
4117,F,24,-2,135,90065,2,7.2,1,0,0,0,0,1,0
4118,F ,39,14,18,92037,4,0.2,3,0,0,1,0,0,0
4119,M,40,16,34,93561,1,0.7,1,0,0,0,0,1,1
4120,M,30,5,85,92624,4,1.8,3,0,0,0,0,1,0
4121,M,49,23,23,94080,1,1.4,3,0,0,0,0,0,0
4122,F,53,27,65,91711,4,2.8,2,0,0,0,0,0,1
4123,F,56,30,195,90089,1,2.9,1,0,0,0,0,0,0
4124,F ,50,24,40,93460,4,2.6,1,89,0,0,0,1,0
4125,M,53,29,141,90064,2,0.2,3,0,1,0,0,0,0
4126,M,60,34,95,94104,2,0.7,2,322,0,0,0,1,1
4127,M,58,33,23,90095,3,1.3,2,131,0,0,0,0,0
4128,F,43,19,82,95758,2,1.8,2,0,0,0,0,1,1
4129,F,46,21,53,93555,4,1.9,3,0,0,0,0,0,0
4130,F ,29,3,10,91320,4,0.4,1,87,0,0,0,1,1
4131,M,56,30,75,91910,1,1.9,2,125,0,0,0,1,0
4132,M,48,23,23,94534,4,0.4,2,122,0,0,0,0,0
4133,M,61,36,133,90266,1,2.6,1,0,0,0,0,1,0
4134,F,41,17,129,94720,1,3.4,1,0,0,0,0,0,1
4135,F,35,11,85,92154,4,0.1,2,131,0,0,0,0,0
4136,F ,48,23,168,95929,2,2.8,1,308,0,0,0,1,0
4137,M,43,19,83,92691,4,2,3,0,0,0,0,1,0
4138,M,37,12,52,93943,2,1.1,2,0,0,0,0,1,0
4139,M,47,22,114,95819,1,0.6,1,0,0,1,1,1,1
4140,F,29,3,81,95827,1,2.9,3,0,0,0,0,0,0
4141,F,63,38,32,94015,1,1.5,2,0,0,0,0,0,0
4142,F ,43,19,63,94118,3,2.1,3,0,0,0,0,0,0
4143,M,57,32,70,90024,3,1.6,3,0,0,0,0,0,0
4144,M,55,31,20,94720,2,0.3,1,0,0,0,0,1,0
4145,M,47,23,138,91367,2,3.3,1,0,0,0,0,1,1
4146,F,58,34,63,94305,4,1.6,2,0,0,0,0,0,0
4147,F,53,28,85,95814,1,1.3,3,118,0,0,0,1,0
4148,F ,59,35,180,96008,2,6.5,2,0,1,1,1,1,1
4149,M,46,22,80,95747,4,2,3,0,0,0,0,1,0
4150,M,41,15,53,93106,1,0.7,3,0,0,0,0,1,0
4151,M,46,20,72,92009,2,1.7,2,75,0,0,0,1,0
4152,F,44,18,123,95841,3,5.9,1,0,1,0,1,1,1
4153,F,44,18,91,91361,2,0.8,3,0,0,0,0,1,0
4154,F ,50,26,148,94608,2,6.8,1,0,0,0,0,1,0
4155,M,51,25,163,94305,2,1.3,3,0,1,0,0,1,0
4156,M,55,30,28,90291,4,0.1,3,149,0,0,0,1,1
4157,M,37,12,193,92780,1,8.6,1,0,0,0,0,0,0
4158,F,34,10,22,94545,3,0.9,3,0,0,0,0,1,0
4159,F,59,34,74,92780,4,0.7,1,0,0,0,0,1,1
4160,F ,45,20,70,94305,4,1.9,3,0,0,0,0,1,1
4161,M,30,4,11,95054,1,0.1,2,0,0,0,0,1,1
4162,M,32,8,61,94703,3,2.6,2,0,0,0,0,0,0
4163,M,61,37,41,94704,1,0.8,1,0,0,0,0,1,1
4164,F,54,28,108,94110,4,1.9,2,0,1,0,0,1,0
4165,F,35,10,23,90058,4,1.1,3,0,0,0,0,0,1
4166,F ,63,38,135,91768,2,3.8,3,183,1,0,0,0,0
4167,M,66,40,30,95133,2,0.7,3,86,0,0,0,0,0
4168,M,48,24,144,94025,4,3.5,2,0,1,0,0,0,0
4169,M,60,34,139,95020,4,0.4,1,0,1,0,0,1,0
4170,F,41,17,143,90059,2,2.7,3,209,1,0,0,1,0
4171,F,31,7,44,93561,1,1.2,1,0,0,0,0,1,1
4172,F ,58,31,49,94521,4,2.5,2,0,0,0,0,1,0
4173,M,67,42,75,90041,4,0.1,2,182,0,0,0,1,0
4174,M,35,9,43,93943,2,0.3,1,0,0,0,0,1,0
4175,M,40,14,59,91335,3,0.5,3,0,0,0,0,1,0
4176,F,42,17,154,93955,3,4.9,1,0,1,0,1,1,1
4177,F,44,18,75,95131,1,0.7,3,0,0,0,0,0,1
4178,F ,47,23,75,93106,1,2.6,2,0,0,0,0,0,1
4179,M,59,35,88,91311,2,1.6,1,278,0,0,0,0,0
4180,M,29,3,91,94122,1,3.4,3,0,1,0,0,0,0
4181,M,36,6,11,92008,1,0.67,3,0,0,1,1,1,1
4182,F,47,22,22,90024,1,0.4,3,0,0,0,0,1,0
4183,F,55,29,49,92691,2,0.8,3,220,0,0,0,0,1
4184,F ,41,17,140,94542,1,3.5,1,342,0,0,0,0,0
4185,M,51,25,99,90277,2,2.4,2,0,0,0,0,0,0
4186,M,26,2,82,91950,2,2.5,1,199,0,0,0,0,0
4187,M,33,9,10,90005,4,1,1,81,0,0,0,0,1
4188,F,30,5,109,94305,4,2.2,2,103,0,0,0,0,1
4189,F,30,4,45,90041,4,1.3,3,0,0,0,0,0,0
4190,F ,45,19,93,91116,2,1.7,2,0,0,0,0,0,0
4191,M,40,16,89,95814,3,3.9,2,216,1,1,1,1,0
4192,M,42,15,39,91711,3,1,2,132,0,0,0,0,0
4193,M,50,26,21,91768,1,0.2,1,89,0,0,0,1,0
4194,F,62,37,31,95008,3,0.2,1,0,0,0,0,1,0
4195,F,63,37,31,95819,1,0.5,3,0,0,0,0,1,0
4196,F ,43,19,52,95054,4,2.2,2,0,0,0,0,0,0
4197,M,49,25,13,95814,1,0.9,3,0,0,0,0,1,0
4198,M,51,25,21,90840,2,0.4,3,76,0,1,0,1,0
4199,M,61,36,50,96003,4,1.7,1,189,0,0,0,1,0
4200,F,43,19,81,90630,4,0.2,3,0,0,0,0,0,1
4201,F,43,19,74,94035,4,1.9,1,0,0,0,0,0,1
4202,F ,61,36,89,93109,3,0.5,1,0,0,0,0,1,0
4203,M,35,9,82,95064,3,0.9,2,0,0,0,0,1,0
4204,M,59,33,88,93106,4,1.9,2,0,0,0,0,0,0
4205,M,40,16,61,91711,3,2.1,3,0,0,0,0,0,0
4206,F,61,36,139,95133,2,3.9,1,0,0,0,0,0,0
4207,F,48,23,29,93711,1,1.3,2,0,0,0,0,0,0
4208,F ,37,11,51,93305,3,2.1,1,0,0,0,0,1,1
4209,M,56,32,58,95064,1,1.8,3,241,0,0,0,1,0
4210,M,35,9,21,91125,2,1.4,3,125,0,0,0,1,0
4211,M,35,8,43,95819,2,1.67,2,0,0,0,0,0,0
4212,F,40,16,104,94301,2,1.8,2,0,0,0,0,0,0
4213,F,50,23,9,94109,1,0.5,2,98,0,0,0,1,0
4214,F ,49,25,39,91125,3,1.9,2,0,0,0,0,0,0
4215,M,46,22,89,94303,1,2.7,1,0,0,1,1,1,1
4216,M,64,40,21,94028,2,0.3,3,0,0,0,0,0,0
4217,M,60,35,173,90059,3,3.1,3,0,1,0,0,1,0
4218,F,45,21,29,95051,1,0.3,3,105,0,0,0,1,1
4219,F,52,27,43,94005,4,0.2,2,0,0,0,0,0,1
4220,F ,58,34,30,90066,3,0.4,2,0,0,0,0,0,0
4221,M,54,30,39,94806,4,0.1,3,0,0,1,0,1,0
4222,M,48,22,83,90028,2,0.4,3,248,0,0,0,1,0
4223,M,51,25,58,93106,3,0.7,2,223,0,0,0,0,0
4224,F,53,26,8,94709,1,0.5,2,0,0,0,0,0,1
4225,F,57,27,39,95929,3,1,3,0,0,1,0,0,1
4226,F ,43,18,204,91902,2,8.8,1,0,0,0,0,1,0
4227,M,37,13,45,94591,1,1.8,1,0,0,0,0,0,0
4228,M,32,7,111,90277,1,3.8,1,0,0,1,0,0,0
4229,M,34,10,83,95060,2,2,2,148,0,0,0,0,0
4230,F,54,24,83,94596,1,3,3,0,0,0,0,0,0
4231,F,62,36,115,92093,2,2.8,1,202,0,0,0,1,1
4232,F ,56,32,60,93106,1,1.8,3,227,0,0,0,1,0
4233,M,39,15,53,94116,1,1.8,1,0,0,0,0,0,0
4234,M,32,7,134,95929,2,3.3,1,0,0,0,0,1,0
4235,M,50,24,91,93555,1,0.8,3,0,0,0,0,1,0
4236,F,27,1,91,92173,2,0.2,1,0,0,0,0,1,0
4237,F,37,12,128,91342,2,3.9,1,0,0,0,0,1,1
4238,F ,60,34,78,90401,3,4.4,1,0,0,1,0,0,0
4239,M,43,19,161,92093,2,7.6,1,464,0,0,0,1,0
4240,M,62,36,60,92182,3,2.2,3,0,0,0,0,1,0
4241,M,39,14,161,95064,1,4.1,1,509,0,1,0,0,0
4242,F,34,9,40,95054,4,2,2,0,0,0,0,1,1
4243,F,46,21,68,94720,1,0.2,2,0,0,0,0,1,0
4244,F ,46,22,74,94550,3,0.7,1,0,0,0,0,1,0
4245,M,51,26,55,92121,3,2,2,93,0,0,0,1,0
4246,M,44,20,145,90630,1,3.5,1,0,0,0,0,0,1
4247,M,60,35,24,94920,1,1.5,2,0,0,0,0,0,0
4248,F,65,39,10,90210,1,0.8,2,0,0,0,0,1,0
4249,F,58,33,138,90720,2,3.9,1,0,0,1,0,1,0
4250,F ,37,12,63,91942,4,2.1,3,0,0,0,0,1,0
4251,M,52,28,54,90041,4,0.1,3,0,0,0,0,0,1
4252,M,42,16,62,95064,3,0.9,3,0,0,0,0,1,0
4253,M,54,29,81,91107,1,0.1,3,0,0,0,0,0,0
4254,F,54,28,61,90601,3,3,2,0,0,0,0,1,1
4255,F,51,27,68,91711,1,1.6,3,0,0,0,0,1,0
4256,F ,59,35,78,90095,2,2.8,1,0,0,0,0,1,0
4257,M,41,17,165,91311,2,7.6,1,157,0,0,0,0,0
4258,M,43,17,48,95762,3,2.2,2,0,0,0,0,0,1
4259,M,52,26,155,92660,3,7.2,2,0,1,0,0,1,0
4260,F,52,26,158,94920,2,3.7,3,251,1,0,0,0,1
4261,F,57,31,52,94105,1,1.4,1,0,0,0,0,1,0
4262,F ,53,28,18,92507,4,0.8,1,0,0,0,0,0,0
4263,M,58,33,42,92093,4,1.7,1,0,0,0,0,0,0
4264,M,59,33,18,94542,2,0.2,3,0,0,0,0,0,0
4265,M,57,31,40,94304,2,0.3,1,0,0,1,1,1,1
4266,F,27,2,44,93943,4,0.6,2,0,0,1,1,1,0
4267,F,42,16,11,94015,1,0.2,1,87,0,0,0,0,1
4268,F ,52,26,194,91902,2,5.7,2,0,1,0,0,1,0
4269,M,49,23,108,95616,2,2.4,2,0,0,0,0,1,0
4270,M,47,23,12,92518,4,0.5,2,0,0,0,0,0,0
4271,M,45,19,19,93117,3,1.5,1,94,0,0,0,1,1
4272,F,25,1,150,92507,1,6.33,1,0,0,0,0,0,0
4273,F,47,22,89,92647,4,1.9,3,0,0,0,0,1,0
4274,F ,44,19,83,95812,2,3.8,3,0,0,1,0,0,1
4275,M,30,3,79,91380,4,2,2,0,0,0,0,1,0
4276,M,63,38,102,95616,4,3.4,2,0,0,0,0,0,0
4277,M,50,24,155,92717,1,7.3,1,0,0,0,0,1,1
4278,F,40,16,138,92612,1,3.5,1,0,0,0,0,1,0
4279,F,56,31,51,92028,3,1.7,1,0,0,0,0,1,1
4280,F ,39,15,80,94608,2,1.8,2,86,0,0,0,1,1
4281,M,42,18,135,95136,2,3.3,1,0,0,1,1,1,1
4282,M,28,1,34,94949,4,1.5,2,162,0,0,0,0,1
4283,M,26,0,195,92093,3,6.33,3,0,1,1,1,1,0
4284,F,58,32,62,91320,3,2.2,3,217,0,0,1,1,1
4285,F,38,13,173,94305,2,3.3,1,243,0,0,0,0,0
4286,F ,23,-3,149,93555,2,7.2,1,0,0,0,0,1,0
4287,M,53,29,20,93955,1,0.2,1,131,0,0,0,1,1
4288,M,54,28,42,95207,4,2.5,1,0,0,0,0,1,1
4289,M,42,17,28,94010,1,0.6,3,0,0,0,0,0,1
4290,F,54,28,95,90254,1,1.9,2,0,0,0,0,1,0
4291,F,66,42,95,94596,2,0,3,0,0,0,0,1,0
4292,F ,46,21,34,90034,1,0.1,1,124,0,0,0,1,0
4293,M,63,37,191,94131,2,4.3,3,205,1,0,0,0,0
4294,M,63,38,41,90034,2,1.5,1,173,0,0,0,1,1
4295,M,58,34,150,92110,1,7.4,1,481,0,0,0,1,0
4296,F,65,41,91,91360,2,0,3,146,0,0,0,0,0
4297,F,35,9,84,94709,4,2.2,2,0,0,0,0,1,0
4298,F ,33,9,73,92110,4,3.4,1,140,0,0,0,1,0
4299,M,43,19,122,93106,1,0.3,1,0,0,0,0,1,0
4300,M,30,5,73,90065,1,2.6,2,133,0,0,0,1,0
4301,M,61,37,20,95973,2,0.3,3,0,0,0,0,1,0
